movieid,name
2211282,"Triple Ajaxxx - (in association with)"
2211336,"1492 Pictures [us]"
2211336,"Twentieth Century Fox Film Corporation [us] - (as Twentieth Century Fox) (presents)"
2211395,"Umbrella-Rosenblum Films Production [gb]"
2211395,"Virgin Benelux [nl] - (in association with)"
2211395,"Virgin Schallplatten [de] - (in association with)"
2211395,"Virgin [gb]"
2211751,"Metro-Goldwyn-Mayer (MGM) [us] - (An Ernst Lubitsch Production) (controlled by Loew's Incorporated)"
2212209,"Cinergi Pictures Entertainment [us]"
2212209,"Hollywood Pictures [us]"
2212209,"Illusion Entertainment [us]"
2212660,"Allied Filmmakers"
2212660,"Columbia Pictures Corporation [us] - (as Columbia Pictures) (presents)"
2212660,"Pacific Western [us]"
2212660,"Platinum Pictures (III) [us]"
2212954,"Good Machine [us]"
2212954,"Marlboro Road Gang Productions [us]"
2212954,"Polygram Filmed Entertainment [us]"
2212954,"South Fork Pictures [us]"
2213122,"Delphi IV Productions [us]"
2213122,"Delphi V Productions [us]"
2213122,"TriStar Pictures [us]"
2213622,"Delphi II Productions [us]"
2213866,"Orion Pictures Corporation [us]"
2214546,"Capella International [us]"
2214546,"Cinehaus [us]"
2214546,"Paramount Pictures [us]"
2216031,"Fine Line Features [us]"
2216031,"New Line Cinema [us]"
2216031,"Normal Life Productions"
2216031,"Spelling Entertainment [us] - (as Spelling Entertainment International)"
2216145,"Castle Rock Entertainment [us] - (presents)"
2216145,"New Line Cinema [us] - (in association with)"
2216176,"Frank Yablans Presentations"
2216176,"Paramount Pictures [us]"
2216176,"Regina Associates"
2216295,"AFCL Productions"
2216295,"Canal+ [fr]"
2216295,"Cofimage 6 [fr]"
2216295,"Euroimages Fund of the Council of Europe [at] - (with the support of)"
2216295,"Federal Films"
2216295,"M6 Films [fr]"
2216295,"Nordic Screen Development AS [no]"
2216295,"Procirep [fr]"
2216295,"Regency Enterprises [us]"
2216295,"Sofinergie 3 [fr]"
2216295,"Urania Film [it]"
2216295,"Warner Bros. [us]"
2216316,"Metro-Goldwyn-Mayer (MGM) [us] - (controlled by Loew's Incorporated) (presents)"
2216640,"Reteitalia [it]"
2216640,"Scena Film"
2216640,"Scena Film [it]"
2216642,"Jofa-Atelier Berlin-Johannisthal [de]"
2216642,"Prana-Film GmbH [de]"
2217530,"Applied Action [us]"
2217530,"Warner Bros. [us]"
2217636,"Bórd Scannán na hÉireann [ie]"
2217636,"British Screen Productions [gb]"
2217636,"Channel Four Films [gb]"
2217636,"Little Bird [ie]"
2217693,"Delphi Films [us]"
2217693,"Rastar Productions [us]"
2217693,"TriStar Pictures [us]"
2217717,"Kremlin Films [ru]"
2217718,"BMG Independents [us]"
2217718,"Nothing To Lose Productions [us]"
2217718,"Palisades Pictures [us]"
2217718,"Rockstone Releasing [us]"
2217718,"WBC Entertainment"
2217782,"RKO Radio Pictures [us]"
2217782,"Vanguard Films [us] - (uncredited) (for)"
2217888,"Bookshop Productions"
2217888,"Notting Hill Pictures"
2217888,"Polygram Filmed Entertainment [us]"
2217888,"Working Title Films [gb]"
2218486,"First Independent Films [gb]"
2218486,"Moving Pictures [us]"
2218486,"New Line Cinema [us] - (presents)"
2218524,Blurco
2218524,"Desperate Pictures [us]"
2218524,"Union Générale Cinématographique (UGC) [fr]"
2218524,"Why Not Productions [fr]"
2219070,"Cigua Films"
2219070,D'Pelicula
2219442,"British International Pictures (BIP) [gb] - (presents) (as British International Pictures Ltd.)"
2219779,"ab'-strakt pictures [de]"
2219779,"Gramercy Pictures (I) [us] - (presents)"
2219779,"IMF Internationale Medien und Film GmbH & Co. Produktions KG [de] - (as IMF)"
2219779,"Pacifica Film [us] - (as Pacifica Film Distribution) (in association with)"
2219779,"Propaganda Films [us]"
2219992,"Imagine Entertainment [us] - (presents) (A Brian Grazer Production)"
2219992,"Shady Acres Entertainment [us] - (uncredited)"
2219992,"Universal Pictures [us] - (presents) (A Peter Segal Film)"
2220554,"Canal+ [fr]"
2220554,"Centre National de la Cinématographie (CNC) [fr]"
2220554,"Dacia Films [fr]"
2220554,"IMA Productions [fr]"
2220554,"La Sept Cinéma [fr]"
2221102,"Canal+ [fr] - (participation)"
2221102,"Gemini Films [fr] - (co-production)"
2221102,"Instituto Português da Arte Cinematográfica e Audiovisual (IPACA) [pt] - (participation)"
2221102,"La Sept Cinéma [fr] - (co-production)"
2221102,"Madragoa Filmes [pt] - (co-production)"
2221102,"Secretaria de Estado da Cultura (SEC) [pt] - (participation)"
2222143,"Columbia Pictures Television Trading Company"
2222143,"Filmes do Equador [br]"
2222143,"Luiz Carlos Barreto Produções Cinematográficas [br]"
2222143,"Pandora Cinema [us]"
2222143,"Quanta Centro de Produções Cinematográficas [br] - (in association with)"
2222143,"Sony Corporation of America [us]"
2224890,"Universal Pictures [us]"
2225574,"Radio Pictures [us] - (presents) (A Pandro S. Berman Production)"
2225605,"Aleph Producciones S.A. [ar]"
2225605,"Argentina Espanola"
2225605,"Miramax Films [us]"
2225605,"Pandora Cinema [us]"
2225624,"Metro-Goldwyn-Mayer (MGM) [us]"
2226062,"Good Fear"
2226062,"Good Machine [us]"
2226062,"Kardana-Swinsky Films"
2226103,"Cubicle Inc. [us] - (uncredited)"
2226103,"Twentieth Century Fox Film Corporation [us] - (presents) (as Twentieth Century Fox)"
2227800,"Fontaine Sarl"
2227800,"La Sept Cinéma [fr]"
2227800,"Sodaperaga Productions [fr]"
2228369,"Walt Disney Productions [us]"
2228704,"Silver Screen Partners III [us] - (in association with)"
2228704,"Walt Disney Feature Animation [us]"
2228704,"Walt Disney Pictures [us]"
2228754,"Romulus Films [gb] - (as A Romulus Production)"
2228754,"Warwick Film Productions [gb]"
2229516,Brown-Solar
2229516,"Solar Productions [us] - (production company)"
2229633,"Incorporated Television Company (ITC) [gb] - (as An ITC Films/IPC Films Production) (A Mark Rydell Film)"
2229633,"IPC Films - (as An ITC Films/IPC Films Production)"
2229656,"Danjaq [gb]"
2229656,"Eon Productions [gb] - (made by) (as Eon Productions Ltd)"
2229787,"Benedict Bogeaus Production [us] - (as Miracle Productions)"
2230251,"Stanley Kramer Productions [us] - (presents) (as Stanley Kramer)"
2230732,"Highway Films"
2230732,"Learning Channel (TLC), The [us]"
2230732,"Magnolia Mae Films [us]"
2230871,"Loew's [us] - (produced by) (as Loew's Incorporated)"
2230871,"Metro-Goldwyn-Mayer (MGM) [us] - (A Metro-Goldwyn-Mayer Silver Anniversary Picture)"
2230917,"Columbia Pictures Corporation [us] - (presents) (An Elia Kazan Production)"
2230917,"Horizon Pictures [us] - (as A Horizon Picture)"
2231247,"Embassy International Pictures"
2231247,"Ladd Company, The [us]"
2231247,"PSO International"
2231247,"Rafran Cinematografica [it] - (uncredited)"
2231307,"BET Pictures"
2231307,"United Image Entertainment"
2231336,"Communicado Productions"
2231336,"New Zealand Film Commission [nz]"
2231336,"New Zealand On Air [nz]"
2231697,"A&M Films [us]"
2231855,"Icon Entertainment International [us]"
2231855,"R U Dun Productions"
2231882,"IRS Media"
2231896,"Fox 2000 Pictures [us]"
2231896,"Rosa Productions"
2231896,"Twentieth Century Fox Film Corporation [us]"
2231896,"Via Rosa Productions [us]"
2231909,"Fantasy Films [us] - (presents)"
2232226,"Walt Disney Productions [us]"
2232255,"Northpole Picture Company of Canada [ca]"
2232255,"Silver Screen Partners II [us] - (produced in association with)"
2232255,"Téléfilm Canada [ca] - (produced in association with) (as Telefilm Canada)"
2232255,"Walt Disney Pictures [us] - (presents)"
2232299,"Arco Films S.L. [es]"
2232299,"Filmax [es]"
2232299,"Hool/Macdonald Productions [mx]"
2232299,"Producciones San Patricia [mx]"
2232299,"Silver Lion Films [us]"
2232299,"Televisa S.A. de C.V. [mx]"
2232552,"New Line Cinema [us]"
2232552,"Red Mullet Productions [us]"
2232980,"Patriot Pictures [us]"
2233001,"Monarch Pictures [us]"
2233001,Ufland
2233001,"Universal Pictures [us]"
2233552,"7 Arts International [gb]"
2233552,"Baby Productions"
2233552,"CanWest Global Television Network [ca]"
2233552,"Rysher Entertainment [us]"
2233552,"Starz! [us]"
2233759,"Columbia Pictures Corporation [us] - (presents)"
2233885,"Fried/Woods Films - (producer)"
2233885,"TriStar Pictures [us] - (presents)"
2233885,"Yorktown Productions - (producer)"
2234951,"Arpa Productions [ch]"
2234951,"Impala [es]"
2235378,"Interscope Communications [us]"
2235378,"Polygram Filmed Entertainment [us]"
2235378,"Walt Disney Pictures [us]"
2235600,"FUL Films"
2236433,"Paramount Pictures [us] - (presents)"
2236433,"Wildwood Enterprises [us] - (as A Wildwood Enterprises Production)"
2236640,"Avenging Conscience"
2236640,"Kuzui Enterprises [us]"
2236640,"MDP Worldwide [us]"
2236640,"Orgazmo Inc. [us]"
2236888,"Po' Boy Productions [us]"
2237013,"Adventure Pictures [gb] - (presents)"
2237013,"British Screen [gb] - (with the participation of)"
2237013,"Lenfilm Studio [ru] - (co-production) (as LENFILM)"
2237013,"Mikado Film [it] - (co-production) (as Mikado Film)"
2237013,"Rio - (co-production)"
2237013,"Sigma Film Productions [nl] - (co-production) (as Sigma Filmproductions)"
2237801,"Australian Film Finance Corporation (AFFC) [au]"
2237801,"Dalton Films"
2237801,"Fox Searchlight Pictures [us]"
2237801,"Meridian Films [us]"
2237801,"New South Wales Film & Television Office [au]"
2238427,"Cannon City Produktie Maatschappij B.V. [nl]"
2238427,"Cannon Productions [us] - (co-production)"
2238427,"Italian International Film [it] - (co-production)"
2238427,"Radiotelevisione Italiana (RAI) [it] - (associate production)"
2238465,"Messters Projektion GmbH [de]"
2238483,"Castle Rock Entertainment [us] - (presents)"
2238483,"Dakota Films [gb]"
2238483,"Imminent Film Productions [us] - (as Imminent Films)"
2238595,"Golden Eye Films"
2239654,"Sol Lesser Productions [us] - (as Principal Artists Productions)"
2239941,"Mirage Enterprises [us]"
2239941,"Universal Pictures [us] - (copyright holder) (as Universal Pictures Limited)"
2240178,"Jersey Films [us]"
2240178,"Universal Pictures [us] - (presents)"
2240406,"RKO Radio Pictures [us] - (presents) (as RKO Radio Pictures, Inc.)"
2240516,"Davis Entertainment [us]"
2240516,"Twentieth Century Fox Film Corporation [us] - (presents) (as Twentieth Century Fox Film Corporation) (copyright owners)"
2240566,"Arnold Kopelson Productions"
2240566,"Kopelson Entertainment [us]"
2240566,"Punch Productions [us] - (as Punch Productions, Inc.) (in association with)"
2240566,"Warner Bros. [us] - (presents)"
2240849,"Interscope Communications [us]"
2240849,"Silver Screen Partners II [us] - (in association with)"
2240849,"Touchstone Pictures [us] - (presents)"
2240934,"Millennium Films [us]"
2240934,"Nu Image Films [us]"
2240934,"Sandstorm Films [us]"
2240934,"TriStar Pictures [us]"
2240936,"Eagle Beach [us] - (producer)"
2240936,"Miramax Films [us] - (presents)"
2241542,"Motion Picture Corporation of America (MPCA) [us]"
2241805,"Abandon Pictures [us]"
2241805,"Curb Entertainment [us]"
2241805,"Paddy Wagon Productions"
2242954,"Morgan Creek Productions [us]"
2243968,"American International Pictures (AIP) [us]"
2244080,"Essex Productions [us] - (as An Essex-George Sidney Production)"
2244080,"George Sidney Productions [us] - (as An Essex-George Sidney Production)"
2244271,"Malpaso Company, The [us]"
2244488,"Castle Rock Entertainment [us]"
2244488,"Code Entertainment [us]"
2244488,"Columbia Pictures Corporation [us]"
2244488,"Rialto Film [de]"
2245091,"Dorkay Productions"
2245091,"Romulus Films [gb]"
2245138,"Verona Produzione [it]"
2246004,"Phoenix Film [it]"
2246169,"Beijing Salon Films [cn]"
2246169,"Xi'an Film Studio [cn]"
2246169,"Yung & Associate"
2246675,"Allied Artists Pictures [us] - (presents) (as Allied Artists)"
2246675,"Corona-General - (as A Corona/General Production Company Production)"
2246675,"Solar Productions [us] - (uncredited)"
2247345,"Home Box Office (HBO) [us]"
2247366,"Planet Pictures [us]"
2247366,"Samson Productions"
2247366,"Village Roadshow Pictures [us]"
2247366,"YTC Motion Picture Investments"
2247594,"Black Brook Films"
2247594,"Eureka Productions (II) [us]"
2247913,"Embassy Pictures [us]"
2248232,"Imagine Entertainment [us]"
2248232,"Universal Pictures [us]"
2248438,"Miramax Films [us]"
2248438,"Off White Productions Inc. [us]"
2248438,"Prestige [us]"
2248473,"Cicada Films"
2248473,"Jezebel Productions [us]"
2248574,"Alliance Communications Corporation [ca]"
2248574,Lightshow
2248574,"Lightshow Communications [ca]"
2248574,"Ontario Film Development Corporation, The [ca]"
2248574,"Téléfilm Canada [ca]"
2248580,"Argos Films [fr]"
2248580,"Channel Four Films [gb] - (in association with)"
2248580,"Pro-ject Filmproduktion [de] - (in association with)"
2248580,"Road Movies Filmproduktion [de]"
2248580,"Westdeutscher Rundfunk (WDR) [de] - (in association with)"
2249442,"Party Productions"
2250014,"Medusa Distribuzione [it]"
2250495,Atchafalaya
2250593,"Roland-Film [de]"
2250599,"Lakeshore Entertainment [us]"
2250599,"Ron Bass Productions"
2251093,"Blue Wolf"
2251093,"Bungalow 78 Productions [us]"
2251093,Farrell/Minoff
2251197,"Government of West Bengal [in]"
2251241,"Bryna Productions [us] - (presents)"
2251547,"Mace Neufeld Productions [us]"
2251547,"Paramount Pictures [us]"
2251761,"Twentieth Century Fox Film Corporation [us] - (presents) (as Twentieth Century-Fox Film Corporation)"
2251833,"Filmgalerie 451 [de]"
2252075,"DreamWorks SKG [us]"
2252075,"Mutual Film Company [us]"
2252158,"Dania Film [it]"
2252158,"Medusa Distribuzione [it]"
2252158,"National Cinematografica [it]"
2252485,"City Lights Entertainment Group [us]"
2252917,"Bioskop Film [de]"
2252917,"Road Movies Filmproduktion [de]"
2252917,"Westdeutscher Rundfunk (WDR) [de]"
2253153,"Polar Entertainment - (as a Polar Entertainment production)"
2253332,"Aspen Film Society"
2253332,"Warner Bros. [us] - (presents)"
2253441,"Michael Powell (Theatre)"
2253567,"Delphi V Productions [us]"
2253567,"Rastar Pictures - (as Rastar) (presents)"
2253567,"TriStar Pictures [us] - (presents)"
2253567,"Zoetrope Studios [us]"
2254219,"Bob-Bea Productions [us]"
2254219,"Ideal Films [us]"
2254327,"Columbia Pictures Corporation [us]"
2255035,"Arturo González Producciones Cinematográficas [es] - (A Co-Production) (as Arturo Gonzales Madrid)"
2255035,"Constantin Film Produktion [de] - (A Co-Production) (as Constantin Film Munich)"
2255035,"Constantin Film Produktion [de] - (presents)"
2255035,"Produzioni Europee Associati (PEA) [it] - (A Co-Production) (as P.E.A. Rome)"
2255064,"Constantin Film Produktion [de]"
2255064,"Jolly Film [it]"
2255064,"Ocean Films [es]"
2255408,"Mad House [jp]"
2255408,"Rex Entertainment"
2256004,"JD Productions"
2256605,"BBC Films [gb] - (present)"
2256605,"France 2 (FR2) [fr] - (co-production)"
2256605,"Millésime Productions - (present)"
2256605,"WGBH [us] - (co-production) (as WGBH Boston)"
2257031,"Laurel Productions - (uncredited)"
2257031,"Paramount Pictures [us] - (presents)"
2257033,"Columbus Circle Films"
2257033,"Paramount Pictures [us] - (presents)"
2257129,"Walt Disney Productions [us] - (presents)"
2257265,"Walt Disney Productions [us]"
2257381,"British Broadcasting Corporation (BBC) [gb]"
2257381,"Channel Four Films [gb]"
2257381,"Renaissance Films [us]"
2257381,"Samuel Goldwyn Company, The [us]"
2257901,"New Breed Productions Inc. [us]"
2257904,"Spacegate Productions"
2257904,"Starway International Inc."
2257904,"Universal Pictures [us]"
2257905,"Starway International Inc."
2258068,"Dimension Films [us] - (presents)"
2258068,"Fuji Creative Corporation [jp] - (in association with) (presents)"
2258068,"Miramax International [us] - (presents)"
2258068,"NEO Motion Pictures [us]"
2258068,"Raven House - (as Raven House, Inc.) (in association with)"
2258079,"Cicada Films"
2258079,"Independent Television Service (ITVS) [us]"
2258079,"Kentucky Educational Television"
2258079,NEA
2258079,"Sinkhole Productions Inc."
2258079,"TMF Metro"
2258163,"Connection III Entertainment Corp."
2258163,"Live Entertainment [us]"
2258163,"Orion Pictures Corporation [us]"
2258248,"Touchstone Pictures [us] - (presents)"
2258328,"Clinica Estetico [us]"
2258328,"TriStar Pictures [us] - (presents)"
2258588,"Graham / Nevinny Productions [us] - (in association with)"
2258588,"Lakeshore Entertainment [us] - (presents)"
2258588,"Trimark Pictures [us] - (presents)"
2258957,"Coffee Stain Productions"
2258957,"Palm Pictures [us]"
2258958,"Harvest Filmworks [us] - (present)"
2258958,"Plantain Films [us] - (present)"
2258958,"Protozoa Pictures [us]"
2258958,"Truth and Soul Pictures [us] - (present) (as Truth & Soul)"
2259483,"Columbia Pictures Corporation [us] - (presents)"
2259508,"Australian Film Commission, The [au]"
2259508,"McElroy & McElroy"
2259508,"Picnic Productions Pty. Ltd."
2259508,Z
2259556,"Cecile Films"
2259556,"Miramax Production [us]"
2259556,"Thousand Cranes Filmworks"
2259586,"3 Art Entertainment [us] - (as A 3 Arts Production)"
2259586,"Twentieth Century Fox Film Corporation [us]"
2261350,Dreamland
2261353,"Goldcrest Films International [gb]"
2261353,"Metro-Goldwyn-Mayer (MGM) [us]"
2261353,"Tin Blue"
2261598,"Walt Disney Productions [us]"
2261929,"New World Pictures [us]"
2262428,"Alta Vista Productions [us]"
2262464,"Interscope Communications [us]"
2262464,"Polygram Filmed Entertainment [us] - (presents)"
2262957,"Delphi II Productions [us]"
2262957,"TriStar Pictures [us]"
2263106,"Reynolds Pictures [us]"
2263331,"APJAC Productions [us] - (produced by) (as APJAC PRODUCTIONS, INC.)"
2263331,"Twentieth Century Fox Film Corporation [us] - (uncredited)"
2263670,"Cinema 86 - (uncredited)"
2263670,"Hemdale Film [gb] - (presents)"
2263826,"Play It Inc. [us]"
2263826,"Shanghai'd Films [us]"
2263826,"Touchstone Pictures [us]"
2264538,"Beacon Communications [us]"
2264538,"Club Pictures"
2264538,"Touchstone Pictures [us]"
2264592,"Hyperion Pictures [us] - (as Hyperion)"
2264592,"Intermedia Films [gb]"
2264592,"Miramax Films [us]"
2264592,Morpheus
2264815,"Larger Than Life Productions [us]"
2264815,"New Line Cinema [us]"
2265148,"Paris Film [fr]"
2265148,Paritalia
2265148,"Robert et Raymond Hakim [fr]"
2265148,"Titanus [it]"
2265188,"Pressman Productions [gb]"
2265188,"RKO Pictures [us]"
2265452,"Arts Council of England [gb]"
2265452,"PolyGram Filmed Entertainment [gb]"
2265452,"Working Title Films [gb]"
2265771,"Walt Disney Feature Animation [us]"
2265771,"Walt Disney Pictures [us] - (presents)"
2266198,"Columbia Pictures Corporation [us]"
2266198,"New Deal Productions"
2266198,Nickel
2266555,"Bronze Eye Productions"
2266555,"Killer Films [us]"
2266555,"Poison L.P."
2266574,"MG Entertainment [us]"
2266574,"New Line Cinema [us]"
2266575,"CineTel Pictures [us]"
2266575,"MG Entertainment [us] - (in association with)"
2266575,"New Line Cinema [us] - (as New Line) (presents)"
2266691,"4 Kids Entertainment [us]"
2266691,"4Kids Productions [us] - (English version)"
2266691,"Creatures [jp]"
2266691,"GAME FREAK Inc."
2266691,"JR Kikaku [jp]"
2266691,"Kids' WB [us] - (English version)"
2266691,"Media Factory [jp]"
2266691,"Nintendo [jp]"
2266691,"Oriental Light and Magic [jp] - (animation production)"
2266691,"Pikachu Project '99 - (presents)"
2266691,"Shogakukan Production [jp] - (animation production) (as Shogakukan Production Co., LTD.)"
2266691,"Shogakukan [jp]"
2266691,"Tomy [jp]"
2266691,"TV Tokyo [jp]"
2266891,"4 Kids Entertainment [us] - (2000)"
2266891,"GAME FREAK Inc."
2266891,"JR Kikaku [jp]"
2266891,"Kids' WB [us] - (2000)"
2266891,"Nintendo [jp]"
2266891,"Oriental Light and Magic [jp]"
2266891,"Pikachu Project '99"
2266891,"Shogakukan [jp]"
2266891,"Shogakukan-Shueisha Productions [jp]"
2266891,"Tomy [jp]"
2266891,"TV Tokyo [jp]"
2267111,"Ladd Company, The [us] - (as The Ladd Company)"
2267111,"Warner Bros. [us] - (thru) (as Warner Bros A Warner Communications Company)"
2267114,"Ladd Company, The [us] - (presents) (as The Ladd Company)"
2267114,"Warner Bros. [us] - (as Warner Bros. Pictures A TimeWarner Company)"
2267116,"Police Academy Productions"
2267116,"Warner Bros. [us] - (presents) (as Warner Bros.)"
2267118,"Warner Bros. [us]"
2267120,"Warner Bros. [us] - (presents) (as Warner Bros.)"
2267121,"Warner Bros. [us] - (presents) (as Warner Bros.)"
2267434,"Addis Wechsler Pictures"
2267434,"Lakeshore Entertainment [us]"
2267673,"Walt Disney Productions [us] - (as A Walt Disney Production)"
2267777,"Metro-Goldwyn-Mayer (MGM) [us] - (presents)"
2267777,"SLM Production Group [us]"
2267781,"Metro-Goldwyn-Mayer (MGM) [us]"
2268063,"Canal+ [fr] - (participation)"
2268063,"Centre Européen Cinématographique Rhône-Alpes [fr] - (participation)"
2268063,"Centre National de la Cinématographie (CNC) [fr] - (participation)"
2268063,"Les Films Alain Sarde [fr]"
2268063,"Rhône-Alpes Cinéma [fr]"
2268776,"Paramount Pictures [us] - (presents)"
2268776,"Walt Disney Productions [us] - (presents)"
2269366,"Melville Productions [fr]"
2269366,"MGM-Pathé Communications Co. [us]"
2269410,"Astral Bellevue Pathé [ca] - (as Astral Bellevue Pathe Inc)"
2269410,"Melvin Simon Productions [us]"
2269426,"Astral Bellevue Pathé [ca] - (as Astral Bellevue Pathe Inc.) (presents)"
2269426,"Simon / Reeves / Landsburg Productions [us] - (presents)"
2269444,"Astral Bellevue Pathé [ca] - (as Astral Bellevue Pathe Inc.) (presents)"
2269444,"Melvin Simon Productions [us] - (presents)"
2269444,"SLM Production Group [us] - (uncredited)"
2270182,"IMA Productions [fr]"
2270749,"Gaumont [fr]"
2270749,"Marianne Productions [fr] - (co-production)"
2270749,"Oliane Productions [fr] - (co-production)"
2270749,"Soma Film Produktion [de] - (co-production: Berlin)"
2271178,"James Roosevelt Productions [us] - (as Globe)"
2271822,"Caravan Pictures [us]"
2271822,"Daniel Grodnik Productions [us]"
2271822,"Hollywood Pictures [us]"
2271870,"Bergman Lustig Productions [us]"
2271870,"C.E.I.C. - Bergman-Lustig Productions"
2272308,"DiNovi Pictures [us]"
2272308,"Fortis Films [us]"
2272308,"Village Roadshow Pictures [us]"
2272308,"Warner Bros. [us]"
2272532,"Cineplex-Odeon Films [us]"
2272532,"Nelson Entertainment [us]"
2272532,"Raffaella Productions [us]"
2273044,"Amercent Films"
2273044,"American Entertainment Partners L.P."
2273044,"Davis Entertainment [us]"
2273044,"Lawrence Gordon Productions [us]"
2273044,"Silver Pictures [us]"
2273044,"Twentieth Century Fox Film Corporation [us]"
2273048,"Davis Entertainment [us]"
2273048,"Lawrence Gordon Productions [us]"
2273048,"Silver Pictures [us]"
2273048,"Twentieth Century Fox Film Corporation [us]"
2273174,"Hollywood Pictures [us]"
2273896,"Kinetikon Pictures"
2273896,"RTV Slovenija [si]"
2274575,"Silver Screen Partners IV [us]"
2274575,"Touchstone Pictures [us] - (presents)"
2274590,"Paramount Pictures [us]"
2274790,"Arthur E. Friedman Productions"
2274790,"Esparza / Katz Productions [us]"
2274790,"New Line Cinema [us] - (presents)"
2274852,"Civilhand [gb]"
2274852,"Zenith Entertainment [gb]"
2274949,"British Broadcasting Corporation (BBC) [gb]"
2274949,"Miramax Films [us]"
2274949,"PolyGram Filmed Entertainment [gb]"
2275139,"Paramount Pictures [us] - (presents)"
2275139,"Rysher Entertainment [us] - (in association with)"
2275181,"Award Entertainment"
2275181,"British Broadcasting Corporation (BBC) [gb]"
2275181,"Icarus Productions [us]"
2275181,"Marubeni [jp]"
2275181,"Mutual Film Company [us]"
2275181,"Tele München Fernseh Produktionsgesellschaft (TMG) [de]"
2275181,"Toho-Towa [jp]"
2275181,"UGC PH [fr]"
2275181,"Universal Pictures [us]"
2275543,"Babelsberg Film [de] - (collaboration)"
2275543,"Celtridge [gb] - (co-production)"
2275543,"Constantin Film Produktion [de]"
2275543,"Hearst Entertainment Productions [us] - (in association with)"
2275543,"Legacy Film Productions [gb] - (co-production)"
2275635,"Orion Pictures Corporation [us]"
2275709,"Ardican Films"
2275709,"Beacon Communications [us]"
2275709,"Longfellow Pictures [us]"
2275709,"TriStar Pictures [us]"
2276353,"Warner Bros. [us]"
2276841,"Northern Lights Entertainment [us]"
2276841,"Paramount Pictures [us] - (present)"
2276841,"Rysher Entertainment [us] - (present)"
2276914,"Unity Productions [us]"
2276914,"Universal Pictures [us]"
2277269,"Centre National de la Cinématographie (CNC) [fr]"
2277269,"Compagnie des Films [fr]"
2277269,"Compagnie Est-Ouest"
2277269,"National Dovzhenko Film Studios"
2277269,"Ukrainian Ministry of Arts & Culture"
2277334,"ABC Motion Pictures - (presents)"
2277505,"Imagine Entertainment [us] - (as An Imagine Entertainment Production)"
2277505,"Universal Pictures [us] - (presents)"
2277506,"Imagine Entertainment [us]"
2277506,"Universal Pictures [us] - (presents)"
2278340,"Galaxy Pictures Inc. [us]"
2278576,"Guardian Trust Company - (copyright holder)"
2278576,"Prom Night Productions [ca] - (as Prom Night Productions Inc., a Simcom company)"
2278576,"Simcom Limited [ca] - (as Simcom)"
2278585,"Norstar Entertainment [ca] - (as Norstar Entertainment Inc.) (presents)"
2279852,"Etalon film [ru]"
2279852,"Miramax Films [us]"
2280097,"Shamley Productions [us]"
2280098,"Imagine Entertainment [us]"
2280098,"Universal Pictures [us] - (presents)"
2280101,"New Oz Productions"
2280101,"Red Horse Films"
2280101,"Strand Releasing [us]"
2280125,Oak
2280125,"Universal Pictures [us] - (presents)"
2280126,"Universal Pictures [us]"
2280376,Cinemabeam
2280376,"Kenneth Kokin/Adam Ripp productions [us]"
2280997,"A Band Apart [us]"
2280997,"Jersey Films [us]"
2280997,"Miramax Films [us] - (presents)"
2281105,"New Line Cinema [us]"
2281105,"SC Entertainment [ca] - (in association with)"
2281160,"De Laurentiis Entertainment Group (DEG) [us]"
2281160,"Lion Films"
2282360,"3 Miles Apart Productions Ltd."
2282360,"Art Linson Productions [us]"
2282360,"Dogstar Films"
2282360,"Fox 2000 Pictures [us]"
2282360,"Regency Enterprises [us]"
2282360,"Taurus Film [de]"
2285138,"Hammer Film Productions [gb] - (as A Hammer Production)"
2285139,"Hammer Film Productions [gb] - (as A Seven Arts-Hammer Film Production)"
2285647,"Carolco Pictures [us] - (participation)"
2285647,"New Line Cinema [us]"
2285647,"New Visions Pictures"
2285997,"Warner Bros. [us] - (as Warner Bros.)"
2286681,"Baltimore Pictures [us]"
2286681,"Hollywood Pictures [us]"
2286681,"Wildwood Enterprises [us]"
2287637,"TriStar Pictures [us]"
2288084,"Orion Pictures Corporation [us]"
2288257,"Lucasfilm [us]"
2288257,"Universal Pictures [us] - (presents)"
2288625,"Chartoff-Winkler Productions [us] - (as A Robert Chartoff-Irwin Winker Production)"
2288625,"United Artists [us]"
2288828,"Lucasfilm [us]"
2288828,"Paramount Pictures [us] - (presents)"
2288908,"Producers Releasing Corporation (PRC) [us]"
2288969,"Feature Productions [us] - (Lewis Milestone's Production)"
2289039,"Guber-Peters Company, The [us]"
2289039,"Mirage Entertainment [us] - (uncredited)"
2289039,"Star Partners II Ltd. - (in association with)"
2289039,"United Artists [us] - (presents)"
2289215,"Channel Four Films [gb]"
2289215,"Parallax Pictures [gb]"
2289279,"Incorporated Television Company (ITC) [gb]"
2289300,"Circle Films [us]"
2290129,"Carolco Pictures [us]"
2290136,"Anabasis N.V."
2290316,"Greenwich Film Productions [fr]"
2290316,"Herald Ace [jp]"
2290316,"Nippon Herald Films [jp]"
2290489,"Columbia Pictures Corporation [us]"
2290489,"Global Entertainment Productions GmbH & Company Medien KG [de]"
2290489,"Mirage Enterprises [us]"
2290489,"Rastar Pictures"
2290562,"Varahonar Company"
2290793,"Imagine Entertainment [us]"
2290793,"Touchstone Pictures [us] - (presents)"
2291501,"Altar Rock Films"
2291903,"Engulf & Devour Productions Inc."
2291903,"ETIC Films [cz]"
