movieid,country
2417211,USA
2417216,USA
2417640,USA
2418230,USA
2418253,Australia
2418326,USA
2418525,Germany
2418525,USA
2418557,France
2418557,Germany
2418557,UK
2418557,USA
2418562,France
2418562,Germany
2418562,UK
2418704,USA
2418726,USA
2419706,USA
2419797,USA
2419835,USA
2419930,UK
2419964,USA
2420111,USA
2420229,Ireland
2420229,UK
2420761,USA
2420795,USA
2421052,Ireland
2421052,UK
2421052,USA
2421210,USA
2421254,USA
2421550,Germany
2421550,UK
2421550,USA
2421643,USA
2421720,France
2421720,UK
2421914,USA
2422396,USA
2422513,USA
2422712,USA
2422818,USA
2422979,USA
2422996,USA
2423002,USA
2423004,Germany
2423004,USA
2423044,USA
2423061,USA
2423072,USA
2423104,USA
2423139,Japan
2423139,UK
2423315,USA
2423437,UK
2423557,USA
2424023,UK
2424023,USA
2424038,USA
2424563,USA
2424628,Canada
2424628,USA
2424777,USA
2425159,USA
2425160,USA
2425205,USA
2425222,UK
2425222,USA
2425640,UK
2425835,UK
2425880,USA
2425936,Germany
2425936,USA
2425966,USA
2426074,Ireland
2426074,USA
2426553,UK
2426553,USA
2426757,USA
2427282,France
2427282,USA
2427355,USA
2427591,UK
2428475,USA
2428555,Canada
2428578,USA
2428775,USA
2428934,UK
2429043,USA
2429253,France
2429253,Germany
2429253,USA
2429270,UK
2429271,UK
2429271,USA
2429381,USA
2429382,USA
2429495,UK
2429495,USA
2429506,UK
2429962,USA
2430234,USA
2430236,USA
2430482,UK
2430482,USA
2430658,USA
2430810,USA
2430959,UK
2430959,USA
2431294,USA
2431451,UK
2431691,USA
2431715,USA
2432016,UK
2432016,USA
2432049,France
2432285,USA
2432392,UK
2432392,USA
2432424,UK
2432424,USA
2432757,USA
2433039,USA
2433086,USA
2433193,Canada
2433314,USA
2433445,USA
2433450,USA
2433612,USA
2433613,Canada
2433613,UK
2433613,USA
2433626,USA
2433700,USA
2433734,USA
2434036,USA
2434412,USA
2434561,USA
2434664,"New Zealand"
2434664,USA
2434795,USA
2434818,UK
2434818,USA
2434846,USA
2434873,USA
2434963,USA
2435197,USA
2435394,USA
2435509,Canada
2435509,USA
2435520,Canada
2435520,USA
2435620,USA
2435625,USA
2435692,USA
2435697,Ireland
2435697,UK
2435713,Germany
2435713,USA
2435881,Japan
2435881,USA
2435972,USA
2435974,USA
2435997,USA
2436084,USA
2436288,USA
2437007,USA
2437039,France
2437039,USA
2437062,USA
2437170,USA
2437277,USA
2437299,USA
2437300,USA
2437320,Botswana
2437320,"South Africa"
2437321,Botswana
2437321,"South Africa"
2437321,USA
2437383,USA
2437434,France
2437434,UK
2437434,USA
2437452,USA
2437630,USA
2437728,USA
2437803,USA
2437961,USA
2437988,USA
2438101,UK
2438147,USA
2438272,USA
2438279,USA
2438541,USA
2438568,USA
2438716,USA
2438760,USA
2438765,UK
2438827,USA
2438866,USA
2438986,USA
2439001,USA
2439154,USA
2439306,USA
2439451,USA
2439616,USA
2439860,UK
2439860,USA
2440155,USA
2440247,Canada
2440247,UK
2440300,USA
2440730,USA
2440732,UK
2440732,USA
2440733,USA
2441467,Germany
2441467,UK
2441467,USA
2441476,USA
2441559,USA
2441791,USA
2441957,USA
2442181,USA
2442666,USA
2442759,USA
2442836,France
2442836,UK
2443071,USA
2443099,Denmark
2443099,Germany
2443099,Portugal
2443099,USA
2443201,USA
2443214,Germany
2443214,UK
2443214,USA
2443380,USA
2443403,UK
2443509,USA
2443522,USA
2443624,USA
2443655,USA
2443779,USA
2443864,USA
2444103,USA
2444128,USA
2444223,Canada
2444223,USA
2444273,USA
2444351,USA
2444539,USA
2444638,UK
2444642,UK
2444642,USA
2444704,USA
2444722,USA
2445189,USA
2445248,UK
2445287,USA
2445390,USA
2445527,France
2445527,Germany
2445527,Japan
2445527,UK
2445527,USA
2445594,USA
2445757,USA
2445763,USA
2445832,USA
2445853,USA
2446143,USA
2446151,USA
2446203,China
2446203,USA
2446248,USA
2446368,USA
2446369,USA
2446421,USA
2446494,USA
2446501,USA
2446644,USA
2446778,USA
2446782,USA
2446984,USA
2447022,USA
2447027,UK
2447082,USA
2447114,USA
2447163,USA
2447164,USA
2447248,USA
2447823,USA
2447864,UK
2448078,France
2448078,UK
2448577,USA
2448585,USA
2448629,USA
2448671,China
2448671,France
2448671,Italy
2448671,UK
2448908,USA
2449148,USA
2449330,France
2449330,Ireland
2449330,UK
2449449,USA
2449498,Canada
2449498,USA
2449525,USA
2449530,USA
2449729,Denmark
2449729,Ireland
2449729,UK
2449747,USA
2450038,Japan
2450038,UK
2450038,USA
2450051,USA
2450102,UK
2450394,USA
2450589,Netherlands
2450589,USA
2450945,USA
2451008,USA
2451328,USA
2451386,USA
2451456,USA
2451832,USA
2451897,USA
2451910,USA
2451959,USA
2452304,USA
2452309,UK
2452580,USA
2452617,USA
2452719,USA
2452768,USA
2452910,USA
2452938,USA
2452983,UK
2452983,USA
2453256,France
2453256,UK
2453256,USA
2453314,USA
2453333,USA
2453421,USA
2453494,USA
2453747,USA
2453777,USA
2454098,Australia
2454234,UK
2454636,USA
2455724,USA
2456019,Germany
2456019,USA
2456020,UK
2456021,USA
2456181,UK
2456181,USA
2456218,USA
2456265,USA
2456292,USA
2456443,UK
2456555,France
2456555,Germany
2456555,Spain
2456555,UK
2456555,USA
2456557,USA
2456585,USA
2456586,UK
2456637,USA
2456741,UK
2456944,USA
2457168,USA
2457188,Germany
2457188,USA
2457234,UK
2457234,USA
2457384,UK
2457395,Ireland
2457395,UK
2457395,USA
2457441,USA
2457464,Australia
2457464,USA
2458438,USA
2458457,USA
2458634,USA
2458858,USA
2458984,USA
2459227,UK
2459369,USA
2459443,USA
2459538,USA
2459856,USA
2459965,USA
2460167,Germany
2460167,UK
2460382,USA
2460383,UK
2460384,USA
2460402,USA
2460404,USA
2460406,USA
2460410,USA
2460419,USA
2460422,UK
2460422,USA
2460432,USA
2460492,USA
2461007,USA
2461085,USA
2461086,USA
2461096,USA
2461289,USA
2461385,Australia
2461385,"New Zealand"
2461485,Germany
2461485,USA
2461549,UK
2461598,USA
2461620,Germany
2461620,USA
2461621,Germany
2461621,USA
2461650,USA
2462106,USA
2462112,USA
2462153,USA
2462177,USA
2462304,Italy
2462304,USA
2462408,Sweden
2462408,USA
2462515,USA
2462595,France
2462595,Spain
2462595,USA
2462958,USA
2462959,USA
2463037,USA
2463128,USA
2463129,USA
2463153,UK
2463153,"West Germany"
2463462,USA
2463620,USA
2463622,USA
2463624,UK
2463624,USA
2463946,UK
2463946,USA
2463959,USA
2464197,USA
2464545,USA
2464635,USA
2464684,USA
2464699,USA
2464777,USA
2464994,USA
2465091,USA
2465142,USA
2465145,USA
2465208,USA
2465224,USA
2465279,USA
2465320,USA
2465321,USA
2465773,Germany
2465773,USA
2465823,USA
2465893,USA
2465999,USA
2466152,USA
2466194,USA
2466403,USA
2466489,USA
2466584,USA
2466643,Australia
2466643,USA
2466743,USA
2466782,USA
2466916,Australia
2466916,France
2466916,"New Zealand"
2467141,France
2467141,Luxembourg
2467141,Netherlands
2467141,UK
2467591,USA
2467606,USA
2467655,Germany
2467655,UK
2467993,France
2467993,USA
2468093,USA
2468205,UK
2468205,USA
2468209,USA
2468262,UK
2468266,USA
2468270,USA
2468270,"West Germany"
2468555,USA
2468663,USA
2469053,USA
2469075,USA
2469104,USA
2469496,USA
2469602,USA
2469755,USA
2469815,USA
2469819,France
2469819,UK
2469819,USA
2470056,USA
2470130,USA
2470287,Belgium
2470287,France
2470287,Netherlands
2470287,Spain
2470444,Canada
2470444,USA
2470520,Japan
2470520,USA
2470557,USA
2470575,Australia
2470575,France
2470575,Italy
2470769,USA
2470910,USA
2471102,USA
2471175,USA
2471217,USA
2471265,USA
2472087,USA
2472244,Germany
2472244,Japan
2472244,"New Zealand"
2472244,UK
2472244,USA
2472260,USA
2472292,UK
2472292,USA
2472391,USA
2472393,USA
2472465,USA
2472467,USA
2472800,UK
2472807,USA
2473007,USA
2473215,USA
2473304,USA
2473585,USA
2473638,USA
2473798,USA
2473917,USA
2474020,USA
2474065,USA
2474100,UK
2474100,USA
2474705,USA
2474742,UK
2474783,Ireland
2474783,USA
2474888,USA
2475103,Canada
2475166,USA
2475195,USA
2475387,USA
2475423,USA
2475442,USA
2475680,USA
2475682,USA
2475939,USA
2476119,Switzerland
2476119,UK
2476119,USA
2476201,USA
2476233,USA
2476335,USA
2476415,UK
2476422,UK
2476484,USA
2476743,USA
2476750,Ireland
2476750,USA
2477259,USA
2477403,USA
2477524,USA
2477525,USA
2477653,USA
2477732,Italy
2477732,UK
2477894,UK
2477894,USA
2477986,"Czech Republic"
2477986,France
2477986,Spain
2477986,UK
2477986,USA
2478017,USA
2478105,USA
2478286,USA
2478414,USA
2479024,USA
2479029,USA
2479085,UK
2479134,Canada
2479134,USA
2479393,UK
2479418,USA
2479771,USA
2479989,USA
2480294,USA
2480359,USA
2480499,USA
2480572,Peru
2480572,USA
2480579,USA
2480764,USA
2480924,USA
2481073,UK
2481424,USA
2481584,USA
2481636,USA
2481665,USA
2482169,USA
2482282,France
2482282,UK
2482282,USA
2482401,USA
2482834,Canada
2482834,UK
2482834,USA
2482876,USA
2482887,USA
2482925,USA
2482984,USA
2483077,Australia
2483187,USA
2483470,USA
2483519,Canada
2483674,USA
2483838,USA
2483957,USA
2484054,Italy
2484054,USA
2484082,Argentina
2484082,France
2484082,Germany
2484082,Netherlands
2484082,UK
2484104,USA
2484656,UK
2484656,USA
2484852,USA
2484853,USA
2484924,UK
2485001,USA
2485008,USA
2485013,USA
2485015,USA
2485041,USA
2485156,UK
2485163,USA
2485237,Germany
2485237,USA
2485256,USA
2485257,USA
2485327,USA
2485393,Austria
2485393,UK
2485393,USA
2485547,USA
2485620,USA
2485682,Japan
2485682,USA
2485831,USA
2485971,UK
2486246,USA
2486283,USA
2486285,USA
2486286,USA
2486655,Japan
2486655,USA
2486817,USA
2487055,USA
2487095,USA
2487210,USA
2487295,USA
2487366,USA
2487415,USA
2487653,USA
2487726,USA
2487884,USA
2488034,"New Zealand"
2488227,USA
2488375,USA
2488990,USA
2489145,Germany
2489145,USA
2489362,Ireland
2489362,UK
2489362,USA
2489534,USA
2489627,USA
2489677,USA
2490074,USA
2490655,USA
2490779,USA
2490945,USA
2490998,USA
2491016,Italy
2491016,UK
2491020,USA
2491068,USA
2491248,USA
2491349,USA
2491493,USA
2491565,USA
2491802,USA
2491830,USA
2492491,USA
2492509,USA
2492644,USA
2492725,USA
2492771,USA
2493094,UK
2493094,USA
2493184,UK
2493193,UK
2493193,USA
2493239,UK
2493444,USA
2493503,USA
2493709,UK
2493775,USA
2493900,USA
2494140,UK
2494140,USA
2494739,USA
2494787,UK
2494814,USA
2494890,USA
2494910,Australia
2494924,Australia
2494924,USA
2495198,France
2495198,Germany
2495198,UK
2495779,France
2495779,USA
2495820,USA
2496353,USA
2496608,USA
2496767,USA
2496783,USA
2496840,USA
2497211,USA
2497303,USA
2497412,USA
2497499,Jamaica
2497612,Canada
2497612,Finland
2497612,Netherlands
2497612,Portugal
2498040,Canada
2498040,Ireland
2498143,USA
2498578,USA
2498766,UK
2498766,USA
2499216,USA
2499368,USA
2499488,Australia
2499488,USA
2499704,USA
2499704,Vietnam
2499854,USA
2499970,Australia
2499970,USA
2500022,USA
2500735,Ireland
2500735,USA
2500886,UK
2500912,USA
2501253,"Hong Kong"
2501343,"Hong Kong"
2501343,Taiwan
2501343,USA
2502098,Canada
2502098,Mexico
2502334,Germany
2502334,USA
2502501,Brazil
2502501,Finland
2502501,Germany
2503087,UK
2503124,Italy
2503342,USA
2503584,Canada
2503584,Japan
2503584,USA
2503810,USA
2503827,USA
2504015,USA
2504449,USA
2504464,USA
2504469,USA
2504794,Italy
2504794,UK
2504794,USA
2504995,USA
2505066,USA
2505091,USA
2505110,UK
2505110,USA
2505183,USA
2505263,USA
2505515,UK
2505595,USA
2506826,France
2506826,Spain
2507383,Japan
2507620,UK
2507620,USA
2507690,UK
2507787,USA
2508020,USA
2508085,UK
2508103,USA
2508265,UK
2508265,USA
2509455,USA
2509481,USA
2509643,USA
2509799,UK
2509841,Japan
2509841,USA
2510141,USA
2510661,Belgium
2510661,France
2510661,UK
2510683,USA
2511051,USA
2511131,USA
2511307,USA
2511419,Senegal
2512048,USA
2512050,USA
2512132,USA
2512542,USA
2513057,USA
2513082,Belgium
2513082,France
2513082,Israel
2513082,Netherlands
2513082,Romania
2513237,UK
2513519,USA
2514865,USA
2514980,Italy
2515489,USA
2515573,USA
2516147,USA
2516166,USA
2516358,USA
2516406,USA
2517067,USA
2517305,USA
2517391,USA
2517414,France
2517414,Poland
2517414,Switzerland
2517415,France
2517415,Poland
2517415,Switzerland
2517416,France
2517416,Poland
2517416,Switzerland
2517491,France
2517491,Portugal
2518007,USA
2518391,USA
2518423,USA
2518451,USA
2518541,France
2518541,USA
2518736,UK
2518736,USA
2518905,USA
2519338,Japan
2520062,Taiwan
2520326,USA
2520706,Japan
2520706,USA
2520712,USA
2520896,USA
2521170,UK
2521170,USA
2521605,USA
2521652,USA
2521851,USA
2521986,USA
2522004,France
2522004,USA
2522027,UK
2522182,USA
2522318,USA
2522447,USA
2522562,UK
2522618,USA
2522651,USA
2522674,USA
2522758,USA
2522948,USA
2522957,Spain
2522957,USA
2523180,USA
2524414,France
2524414,USA
2524549,France
2524549,USA
2524640,USA
2524696,USA
2525819,USA
2525874,Italy
2527825,Belgium
2527825,France
2527825,Germany
2528355,France
2528406,France
2529538,France
2529538,Romania
2531186,Germany
2531311,UK
2531457,France
2531457,USA
2531460,USA
2531488,France
2531488,USA
2531770,USA
2532030,Bulgaria
2532030,"Czech Republic"
2532030,"Federal Republic of Yugoslavia"
2532030,France
2532030,Germany
2532030,Hungary
2532198,USA
2532812,Belgium
2532812,France
2532812,Luxembourg
2532812,Switzerland
2533425,USA
2533451,USA
2533461,USA
2533625,France
2533625,USA
2533992,USA
2533997,USA
2534991,USA
2536738,USA
2536827,USA
2537109,UK
2537109,USA
2537149,USA
2537704,France
2537704,USA
2537710,USA
2537793,USA
2538575,France
2538575,Russia
2539567,USA
2540772,USA
2540794,Japan
2540794,USA
2541368,USA
2541694,USA
2542489,USA
2542878,UK
2542878,USA
2543337,USA
2544143,Australia
2544156,USA
2544531,USA
2544594,USA
2545159,France
2545159,Portugal
2545380,USA
2545754,UK
2545754,USA
2547352,UK
2547353,USA
2547971,USA
2548449,USA
2548478,France
2548478,Germany
2548478,Japan
2548478,UK
2548478,USA
2550559,USA
2550858,USA
2551701,UK
2551718,USA
2553800,USA
2554203,USA
2554361,USA
2554662,France
2554662,Ireland
2554662,UK
2554662,USA
2554699,Canada
2554699,USA
2554996,UK
2555100,Germany
2555100,UK
2555100,USA
2555555,UK
2556055,USA
2556271,"New Zealand"
2556792,China
2556792,USA
2557229,USA
2558123,UK
2558138,USA
2558441,USA
2558443,USA
2559217,USA
2559249,USA
2559529,USA
2559855,USA
2560159,USA
2560564,UK
2560564,USA
2560598,Australia
2560598,UK
2560616,USA
2561165,USA
2561419,Belgium
2561419,France
2561419,Lebanon
2561419,Norway
2561516,USA
2561802,USA
2562193,USA
2562411,"New Zealand"
2562411,USA
2562421,USA
2562422,USA
2562503,USA
2562822,USA
2562929,USA
2563410,USA
2563451,USA
2563697,France
2563697,USA
2563736,USA
2564194,USA
2564560,Canada
2564828,USA
2564953,USA
2565487,UK
2565487,USA
2565814,USA
2565851,USA
2565873,Canada
2565873,Germany
2565873,UK
2565873,USA
2565985,USA
2566203,USA
2566262,USA
2566626,USA
2566895,France
2566895,USA
2566918,USA
2567049,USA
2567099,USA
2567258,France
2567258,USA
2567467,USA
2567890,USA
2567937,Canada
2567937,USA
2567991,Philippines
2568399,USA
2568931,USA
2569037,Ireland
2569037,UK
2569556,USA
2569583,USA
2569814,USA
2569938,USA
2570013,USA
2570133,Germany
2570133,Japan
2570133,UK
2570785,USA
2570825,USA
2571171,USA
2571296,Luxembourg
2571296,USA
2571358,USA
2571413,France
2571413,USA
2571635,USA
2572280,USA
2572301,USA
2572478,USA
2572635,USA
2572655,USA
2572675,USA
2572978,UK
2573045,USA
2573168,USA
2573677,USA
2574016,USA
2574613,Germany
2574613,Japan
2574613,UK
2574613,USA
2574729,USA
2574730,UK
2574824,USA
2575313,USA
2576718,Germany
2576718,USA
2576852,China
2577062,China
2577075,USA
2577314,USA
2577428,UK
2578162,France
2578162,"Hong Kong"
2578162,Vietnam
2578330,"Hong Kong"
2578346,China
2578392,China
2579662,"South Africa"
2579702,China
2579702,France
2580276,USA
2580619,UK
2580619,USA
2581228,China
2581428,Taiwan
2581428,USA
2581836,Argentina
2582703,USA
2582995,USA
2583382,USA
2583601,USA
2583633,USA
2583695,USA
2583701,USA
2583966,USA
2584115,UK
2584311,USA
2585064,Japan
2585507,Japan
2586057,USA
2586756,Poland
2587077,"Republic of Macedonia"
2587740,"Soviet Union"
2587786,USA
2587976,USA
2590181,Australia
2591814,Canada
2591814,UK
2592334,USA
2592963,France
2593112,Denmark
2593112,Germany
2593112,Iceland
2593112,Japan
2593112,USA
2593313,Spain
